Прізвище,Ім’я По-батькові,Стать,Дата народження,Посада,Місто,Адреса,Телефон,Email
Зінчук,Прохір Олександрович,Чоловіча,1977-02-13,Фотограф,село Батурин,"вулиця Пересипський міст, буд. 214, Корюківка, 58488",631 05 38,deriazhnyiorysia@example.org
Тимчук,Спас Васильович,Чоловіча,1957-09-21,Історик,село Борзна,"вулиця Рачкова, буд. 335 кв. 972, Тетіїв, 80593",714-10-28,milenalytvynenko@example.com
Швачко,Клавдія Ігорівна,Жіноча,1998-07-21,Електромонтажник,село Хуст,"площа Кощового отамана, буд. 4 кв. 8, Брянка, 73588",+380 86 826-60-99,qkalchenko@example.net
Якименко,Борис Олександрович,Чоловіча,1977-12-07,Фотограф,селище Гуляйполе,"набережна Чорноморський, буд. 502, Тульчин, 51672",440-27-77,rvasylenko@example.com
Базавлученко,Віктор Сергійович,Чоловіча,1953-04-13,Скульптор,селище Рудки,"узвіз Івасюка Володимира, буд. 547, Мена, 58585",514 45 14,ustym34@example.com
Височан,Борис Сергійович,Чоловіча,1953-10-22,Фольклорист,хутір Сокиряни,"проспект Шостої 2-й, буд. 649 кв. 9, Новоукраїнка, 81003",+380 36 140 65 84,semenmoskal@example.com
Вергун,Михайло Володимирович,Чоловіча,1964-09-29,Мовознавець,селище Шпола,"шосе Водний, буд. 5 кв. 5, Шахтарськ, 91184",+380 (09) 766-41-08,edyta98@example.org
Заєць,Ярослав Ярославович,Чоловіча,1996-10-30,Електротехнік,село Волочиськ,"сквер Відважних, буд. 42 кв. 956, Люботин, 58012",097 280-47-72,kharchenkopanas@example.com
Бабенко,Миколай Петрович,Чоловіча,1971-08-20,Дантист,місто Луганськ,"провулок Наливна, буд. 9 кв. 077, Нетішин, 84518",+380 (20) 011-42-64,boleslavhodunok@example.net
Канівець,Данна Вікторівна,Жіноча,1964-11-18,Сантехнік,місто Нікополь,"шосе Джутовий, буд. 5 кв. 6, Старий Крим, 82398",058 469 79 24,pshchors@example.net
Удовиченко,Соломон Георгійович,Чоловіча,1949-10-31,Патологоанатом,місто Мирноград,"проспект Одеський, буд. 44 кв. 47, Інкерман, 90043",083 695 76 14,oleh19@example.com
Петрик,Павло Степанович,Чоловіча,1972-05-10,Підприємець,селище Отаманівка,"сквер Миколи Троїцького, буд. 843 кв. 2, Алушта, 92365",+380 41 774-06-38,tsybulenkoorysia@example.org
Жарко,Леонтій Іванович,Чоловіча,1948-10-22,Астрофізик,селище Вознесенськ,"провулок Віктора Скаржинського узвіз, буд. 0 кв. 3, Білогірськ, 96933",+380 98 409 74 68,ubabiak@example.net
Барабаш,Ярослава Петрівна,Жіноча,1951-07-13,Електромонтер,селище Ланівці,"парк Світла, буд. 676 кв. 44, Узин, 06385",873 63 18,viktoriia14@example.org
Петлюра,Богдан Олександрович,Чоловіча,1961-12-15,Музикознавець,селище Луцьк,"набережна Краснослобідська, буд. 511 кв. 25, Іллінці, 64156",+380 96 558-82-72,aronetspetro@example.org
Вовк,Георгій Олександрович,Чоловіча,1964-09-24,Патологоанатом,хутір Пустомити,"проспект Українська, буд. 256 кв. 2, Виноградів, 20299",+380 76 922-97-79,msheremeta@example.com
Фартушняк,Соломія Тарасівна,Жіноча,1945-03-30,Медик,село Красногорівка,"провулок Шовкуненка, буд. 839, Мостиська, 10145",+380 31 754 98 80,alinabaklan@example.com
Чарниш,Станіслав Георгійович,Чоловіча,1958-07-06,Науковець,місто Павлоград,"узвіз 11-та Лінія Марії Демченко, буд. 516 кв. 269, Слов'янськ, 37996",+380 78 745-32-44,havrylo15@example.net
Устенко,Святослава Миколаївна,Жіноча,1970-09-19,Бухгалтер,місто Вільногірськ,"провулок Промисловий, буд. 8 кв. 2, Хрустальний, 67426",516-25-61,danylchukievhen@example.com
Шухевич,Святослава Олександрівна,Жіноча,1989-01-27,Журналіст,місто Кобеляки,"набережна Тарутинська, буд. 7, Золоте, 12356",033 915 65 96,rostyslav56@example.net
Дурдинець,Аліна Петрівна,Жіноча,1990-01-21,Машиніст,місто Теребовля,"вулиця Наклонна, буд. 0 кв. 443, Кам'янка-Бузька, 19225",+380 (64) 688-78-76,stanislavartemenko@example.com
Арсенич,Руслан Андрійович,Чоловіча,1949-03-26,Художник,селище Хорол,"проспект Лютневий 1-й, буд. 88 кв. 105, Шептицький, 33218",619-24-46,parasiuknataliia@example.com
Медведенко,Франц Володимирович,Чоловіча,2001-11-24,Пілот,селище Хоростків,"вулиця Вокзальна, буд. 97 кв. 893, Прилуки, 83327",457-97-88,dskyrda@example.net
Комар,Болеслав Артемович,Чоловіча,1994-08-06,Фольклорист,хутір Авдіївка,"узвіз Східний, буд. 33 кв. 22, Рахів, 73092",620 14 48,rverhun@example.com
Яремків,Адам Романович,Чоловіча,2005-01-04,Хореограф,місто Решетилівка,"площа Пересипська 5-та, буд. 51 кв. 32, Сніжне, 07879",+380 58 832-89-39,dutkaleonid@example.org
Ващук,Юхим Ігорович,Чоловіча,1962-04-12,Пекар,село Моспине,"проспект Остапа Вишні, буд. 859 кв. 898, Любомль, 51284",+380 56 203 97 19,makar76@example.net
Артимович,Віра Іванівна,Жіноча,1968-07-10,Нотаріус,хутір Кипуче,"провулок 1-ша Лінія Марії Демченко, буд. 13, Чистякове, 90467",072 885 83 43,konoplianataliia@example.net
Запорожець,Марʼяна Сергіївна,Жіноча,1960-11-16,Режисер,село Дніпрорудне,"вулиця Каретний, буд. 6 кв. 98, Бурштин, 49781",030-16-10,ievhen62@example.net
Данченко,Христина Артемівна,Жіноча,1954-12-04,Зоолог,село Буча,"набережна Кримська, буд. 697, Жашків, 48344",+380 (37) 686-68-87,hrechkovitalii@example.com
Рудько,Валерій Павлович,Чоловіча,2008-02-04,Філолог,село Шостка,"проспект Майка Йогансена, буд. 895 кв. 84, Севастополь, 92666",+380 34 837-82-00,fprotsenko@example.com
Негода,Дмитро Вікторович,Чоловіча,1945-01-17,Юрист,селище Лисичанськ,"набережна Карантинна, буд. 2, Березне, 24783",+380 72 087-27-34,taras19@example.org
Василевич,Франц Миколайович,Чоловіча,1959-01-29,Електромонтер,хутір Золоте,"вулиця Український 3-й, буд. 497 кв. 477, Мелітополь, 11093",+380 (65) 996-98-75,rakviktoriia@example.net
Яременко,Борис Артемович,Чоловіча,1952-07-28,Ді-джей,місто Сорокине,"узвіз Пересипський 2-й, буд. 01 кв. 224, Прилуки, 75804",131 85 11,uchekaliuk@example.org
Гаврилишин,Олександр Ярославович,Чоловіча,2001-06-07,Драматург,місто Сімферополь,"провулок Бреуса Якова, буд. 7 кв. 246, Монастириська, 55212",546-85-14,iaroslav16@example.com
Карпа,Анжела Артемівна,Жіноча,1989-04-01,Дерун,село Шахтарське,"сквер Кастуся Калиновського, буд. 894 кв. 11, Верхньодніпровськ, 75470",+380 02 373-76-86,miroshnychenkofedir@example.com
Саєнко,Леопольд Ярославович,Чоловіча,1945-03-27,Льотчик,селище Ялта,"набережна Виноградна 2-га, буд. 484, Куп'янськ, 36637",717-28-63,teslenkoboryslav@example.com
Охримович,Андрій Володимирович,Чоловіча,1961-03-12,Драматург,селище Ладижин,"шосе Петра Болбочана, буд. 2 кв. 498, Сокологірськ, 94348",004 140 32 96,ivan16@example.net
Савенко,Артем Артемович,Чоловіча,2008-09-29,Ветеринар,село Дебальцеве,"вулиця Мигдальна, буд. 03, Судак, 07568",+380 (86) 379-22-99,mustenko@example.net
Франчук,Марко Романович,Чоловіча,1986-06-28,Кінорежисер,місто Коростень,"площа Йосипа Тимченка, буд. 645, Сімферополь, 53617",031 311-13-12,danylo44@example.org
